dataset1_drug_id,smiles,dataset1_ik14,overlap
DB00715,FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1,AHOUBRCZNHFOSL,1
DB00717,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],VIKNJXKGJWUCNN,1
DB00718,CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C(N)N=CN=C12)OCOC(=O)C(C)(C)C,WOZSCQDILHKSGG,1
DB00719,CN1CCC(CC1)=C1C2=CC=CC=C2CCC2=C1N=CC=C2,SEBMTIQKRHYNIT,1
DB00720,OP(O)(=O)C(Cl)(Cl)P(O)(O)=O,ACSIXWWBWUQEHA,1
DB00721,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1,MFDFERRIHVXMIY,1
DB00722,NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O,RLAWWYSOJDYHDC,1
DB00723,COC1=CC(C(O)C(C)N)=C(OC)C=C1,WJAJPNHVVFWKKL,1
DB00724,CC(C)CN1C=NC2=C1C1=C(C=CC=C1)N=C2N,DOUYETYNHWVLEO,1
DB00726,CC(CN(C)C)CN1C2=CC=CC=C2CCC2=CC=CC=C12,ZSCDBOWYZJWBIY,1
DB00727,[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,SNIOPGDIGTZGOP,1
DB00728,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)[C@H](C[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1,YXRDKMPIGHSVRX,1
DB00730,N1C2=CC=CC=C2N=C1C1=CSC=N1,WJCNZQLZVWNLKY,1
DB00731,CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O,OELFLUMRDSZNSF,1
DB00732,[O-]S(=O)(=O)C1=CC=CC=C1.[O-]S(=O)(=O)C1=CC=CC=C1.COC1=CC2=C(C=C1OC)C(CC1=CC(OC)=C(OC)C=C1)[N+](C)(CCC(=O)OCCCCCOC(=O)CC[N+]1(C)CCC3=C(C=C(OC)C(OC)=C3)C1CC1=CC(OC)=C(OC)C=C1)CC2,XXZSQOVSEBAPGS,0
DB00734,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1,RAPZEAPATHNIPO,1
DB00735,CN(CC=CC1=CC=CC=C1)CC1=CC=CC2=CC=CC=C12,OZGNYLLQHRPOBR,0
DB00736,COC1=CC2=C(NC(=N2)[S@@](=O)CC2=NC=C(C)C(OC)=C2C)C=C1,SUBDBMMJDZJVOS,1
DB00737,CC1=CC(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)=CC=C1,OCJYIGYOJCODJL,1
DB00738,NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,XDRYMKDFEDOLFX,1
DB00740,NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2,FTALBRSUTCGOEG,1
DB00741,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,JYGXADMDTFJGBT,1
DB00742,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,FBPFZTCFMRRESA,1
DB00743,[Gd+3].OC(=O)CN(CCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)C(COCC1=CC=CC=C1)C(O)=O,MXZROTBGJUUXID,0
DB00744,CC(N(O)C(N)=O)C1=CC2=CC=CC=C2S1,MWLSOWXNZPKENC,1
DB00745,NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,YFGHCGITMMYXAQ,1
DB00746,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,UBQYURCVBFRUQT,0
DB00747,CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,STECJAGHUSJQJN,1
DB00748,CN(C)CCOC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,OJFSXZCBGQGRNV,1
DB00749,CCC1=C2NC3=C(CCOC3(CC)CC(O)=O)C2=CC=C1,NNYBQONXHNTVIJ,1
DB00750,CCCNC(C)C(=O)NC1=CC=CC=C1C,MVFGUOIZUNYYSO,1
DB00751,NC1=NCC2N1C1=CC=CC=C1CC1=CC=CC=C21,WHWZLSFABNNENI,1
DB00752,NC1CC1C1=CC=CC=C1,AELCINSCMGFISI,1
DB00753,FC(F)OC(Cl)C(F)(F)F,PIWKPBJCKXDKJR,1
DB00754,CCN1C(=O)NC(C1=O)C1=CC=CC=C1,SZQIFWWUIBRPBZ,1
DB00755,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O,SHGAZHPCJJPHSC,1
DB00757,[H][C@@]1(C[C@@]2([H])C[C@]3([H])C[C@@]([H])(C1)N2CC3=O)OC(=O)C1=CNC2=C1C=CC=C2,UKTAZPQNNNJVKR,1
DB00758,[H][C@@](N1CCC2=C(C1)C=CS2)(C(=O)OC)C1=CC=CC=C1Cl,GKTWGGQPFAXNFI,1
DB00759,[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O,OFVLGDICTFRJMM,0
DB00760,[H][C@]1([C@@H](C)O)C(=O)N2C(C(O)=O)=C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)[C@H](C)[C@]12[H],DMJNNHOOLUXYBV,1
DB00761,[Cl-].[K+],WCUXLLCKKVVCTQ,0
DB00762,CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12,UWKQSNNFCGGAFS,1
DB00763,CN1C=CNC1=S,PMRYVIKBURPHAH,1
DB00764,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,QLIIKPVHVRXHRI,1
DB00765,C[C@](N)(CC1=CC=C(O)C=C1)C(O)=O,NHTGHBARYWONDQ,1
DB00766,[H][C@@]12CC(=O)N1[C@@H](C(O)=O)\C(O2)=C\CO,HZZVJAQRINQKSD,1
DB00768,CN(C)CC\C=C1\C2=CC=CC=C2COC2=C1C=C(CC(O)=O)C=C2,JBIMVDZLSHOPLA,0
DB00769,[H][C@@]12CC[C@](O)(C(=O)COC(=O)CN(CC)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,FWFVLWGEFDIZMJ,1
DB00770,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,GMVPRGQOIOIIMI,1
DB00771,C[N@@+]12CC[C@@H](CC1)C(C2)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,HOOSGZJRQIVJSZ,1
DB00772,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,JXSJBGJIGXNWCI,1
DB00773,[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@@H]1O[C@]2([H])CO[C@@H](C)O[C@@]2([H])[C@H](O)[C@H]1O,VJJPUSNTGOMMGY,1
DB00774,NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1C(F)(F)F,DMDGGSIALPNSEE,1
DB00775,CCCCS(=O)(=O)N[C@@H](CC1=CC=C(OCCCCC2CCNCC2)C=C1)C(O)=O,COKMIXFXJJXBQG,1
DB00776,NC(=O)N1C2=CC=CC=C2CC(=O)C2=C1C=CC=C2,CTRLABGOLIVAIY,1
DB00778,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,RXZBMPWDPOLZGW,1
DB00779,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(C)C=C2,MHWLWQUZZRMNGJ,1
DB00780,NNCCC1=CC=CC=C1,RMUCZJUITONUFY,1
DB00781,[H][C@]1(NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](CCN)NC(=O)[C@H](CCNC1=O)NC(=O)[C@H](CCN)NC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)CCCCC(C)CC)[C@@H](C)O)[C@@H](C)O,WQVJHHACXVLGBL,0
DB00782,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12)C(C)C,VVWYOYDLCMFIEM,1
DB00783,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,VOXZDWNPVJITMN,1
DB00784,CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1,HYYBABOKPJLUIN,1
DB00787,NC1=NC(=O)C2=C(N1)N(COCCO)C=N2,MKUXAQIIEYXACX,1
DB00788,COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O,CMWTZPSULFXXJA,1
DB00790,[H][C@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O,IPVQLZZIHOAWMC,1
DB00791,ClCCN(CCCl)C1=CNC(=O)NC1=O,IDPUKCWIGUEADI,1
DB00792,CN(C)CCN(CC1=CC=CC=C1)C1=CC=CC=N1,UFLGIAIHIAPJJC,1
DB00793,ClC1=CC(Cl)=C(Cl)C=C1OCC#CI,CTETYYAZBPJBHE,0
DB00794,CCC1(C(=O)NCNC1=O)C1=CC=CC=C1,DQMZLTXERSFNPB,1
DB00795,OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1,NCEXYHBECQHGNR,1
DB00796,CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1)C(=CC=C2)C(=O)OC(C)OC(=O)OC1CCCCC1,GHOSNRCGJFBJIB,1
DB00797,C(C1=NCCN1)C1=CC=CC=C1,JIVZKJJQOZQXQB,1
DB00798,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,CEAZRRDELHUEMR,1
DB00799,CCOC(=O)C1=CN=C(C=C1)C#CC1=CC2=C(SCCC2(C)C)C=C1,OGQICQVSFDPSEI,1
DB00800,OC1=CC=C(C=C1)C1CNCCC2=C(Cl)C(O)=C(O)C=C12,TVURRHSHRRELCG,1
DB00801,FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,WYCLKVQLVUQKNZ,1
DB00802,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,IDBPHNDTYPBSNI,1
DB00803,CCC(C)CCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)C(NC(=O)[C@@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,YKQOSKADJPQZHB,0
DB00804,CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1,CURUTKGFNZGFSE,1
DB00805,CC1=CC(=NN=C1NCCN1CCOCC1)C1=CC=CC=C1,LDMWSLGGVTVJPG,1
DB00806,CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C,BYPFEZZEUUWMEJ,1
DB00807,CCCOC1=C(N)C=C(C=C1)C(=O)OCCN(CC)CC,KCLANYCVBBTKTO,1
DB00808,CC1CC2=CC=CC=C2N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O,NDDAHWYSQHTHNT,1
DB00809,CCN(CC1=CC=NC=C1)C(=O)C(CO)C1=CC=CC=C1,BGDKAVGWHJFAGW,1
DB00810,OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1,YSXKPIUOCJLQIE,1
DB00811,NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,IWUCXVSUMQZMFG,1
DB00812,CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,VYMDGNCVAMGZFE,1
DB00813,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,PJMPHNIQZUBGLI,1
DB00814,CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O,ZRVUJXDFFKFLMG,1
DB00816,CC(C)NCC(O)C1=CC(O)=CC(O)=C1,LMOINURANNBYCM,1
DB00817,CCN1C=C(C(O)=O)C(=O)C2=C1C=C(C=C2)C1=CC=NC=C1,XBPZXDSZHPDXQU,1
DB00818,CC(C)C1=CC=CC(C(C)C)=C1O,OLBCVFGFOZPWHH,1
DB00819,CC(=O)NC1=NN=C(S1)S(N)(=O)=O,BZKPWHYZMXOIDC,1
DB00820,[H][C@]12CC3=C(NC4=CC=CC=C34)[C@H](N1C(=O)CN(C)C2=O)C1=CC2=C(OCO2)C=C1,WOXKDUGGOYFFRN,1
DB00821,CC(C(O)=O)C1=CC2=C(C=C1)C1=C(N2)C=CC(Cl)=C1,PUXBGTOOZJQSKH,1
DB00822,CCN(CC)C(=S)SSC(=S)N(CC)CC,AUZONCFQVSMFAP,1
DB00823,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CC[C@H](OC(C)=O)C=C3CC[C@@]21[H],ONKUMRGIYFNPJW,1
DB00826,[H][C@@]12C[C@H](O)C[C@]3(O)C[C@H](O)[C@@H](C(O)=O)[C@]([H])(C[C@@H](O[C@]4([H])O[C@H](C)[C@@H](O)[C@H](N)[C@@H]4O)\C=C\C=C\C=C\C=C\C[C@@H](C)OC(=O)\C=C\[C@@]1([H])O2)O3,NCXMLFZGDNKEPB,1
DB00827,CCN1N=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12,VDUWPHTZYNWKRN,1
DB00828,C[C@@H]1O[C@@H]1P(O)(O)=O,YMDXZJFXQJVXBF,1
DB00829,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,AAOVKJBEBIDNHE,1
DB00830,CC1NCCOC1C1=CC=CC=C1,OOBHFESNSZDWIU,1
DB00831,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1,ZEWQUBUPAILYHI,1
DB00832,CN1C(=O)CC(C1=O)C1=CC=CC=C1,WLWFNJKHKGIJNW,1
DB00833,[H][C@]12SCC(Cl)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O,QYIYFLOTGYLRGG,1
DB00834,[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H],VKHAHZOOUSRJNA,1
DB00835,CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1,ZDIGNSYAACHWNL,1
DB00836,CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1,RDOIQAHITMMDAJ,1
DB00837,NC(=O)CCC\N=C(\C1=CC=C(Cl)C=C1)C1=C(O)C=CC(F)=C1,IBALRBWGSVJPAP,1
DB00838,[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,YMTMADLUXIRMGX,1
DB00839,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1,OUDSBRTVNLOZBN,1
DB00841,CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1,JRWZLRBJNMZMFE,1
DB00842,OC1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2,ADIMAYPTOBDMTL,1
DB00843,COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1,ADEBPBSSDYVVLD,1
DB00844,O[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CCC2)[C@H]1O5,NETZHAKZCGBWSS,1
DB00845,CC(C)N=C1C=C2N(C3=CC=C(Cl)C=C3)C3=C(C=CC=C3)N=C2C=C1NC1=CC=C(Cl)C=C1,WDQPAMHFFCXSNU,1
DB00846,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,POPFMWWJOGLOIF,1
DB00847,NCCS,UFULAYFCSOUIOV,1
DB00849,CCC1(C(=O)NC(=O)N(C)C1=O)C1=CC=CC=C1,ALARQZQTBTVLJV,1
DB00850,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,RGCVKNLCSQQDEP,1
DB00851,CN(C)\N=N\C1=C(N=CN1)C(N)=O,FDKXTQMXEQVLRF,1
DB00852,CN[C@@H](C)[C@@H](O)C1=CC=CC=C1,KWGRBVOPPLSCSI,1
DB00853,CN1N=NC2=C(N=CN2C1=O)C(N)=O,BPEGJWRSRHCHSN,1
DB00854,[H][C@@]12CCCC[C@@]11CCN(C)[C@@H]2CC2=C1C=C(O)C=C2,JAQUASYNZVUNQP,1
DB00855,NCC(=O)CCC(O)=O,ZGXJTSGNIOSYLO,1
DB00856,OCC(O)COC1=CC=C(Cl)C=C1,MXOAEAUPQDYUQM,0
DB00857,CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12,DOMXUEMWDBAQBQ,1
DB00859,[H][C@](N)(C(O)=O)C(C)(C)S,VVNCNSJFMMFHPL,1
DB00860,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,OIGNJSKKLXVSLS,1
DB00861,OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1,HUPFGZXOMWLGNK,1
DB00862,CCCC1=NC(C)=C2N1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(CC)CC1,SECKRCOLJRRGGV,1
DB00863,CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O,VMXUWOKSQNHOCA,1
DB00864,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC,QJJXYPPXXYFBGM,1
DB00865,C[C@@H](CC1=CC=CC=C1)N(C)CC1=CC=CC=C1,YXKTVDFXDRQTKV,1
DB00866,CC(C)NCC(O)COC1=CC=CC=C1CC=C,PAZJSJFMUHDSTF,1
DB00867,C[C@H](NCCC1=CC=C(O)C=C1)[C@H](O)C1=CC=C(O)C=C1,IOVGROKTTNBUGK,1
DB00869,CCN[C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O,IAVUPMFITXYVAF,1
DB00870,CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1,MDKGKXOCJGEUJW,1
DB00871,CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1,XWTYSIMOBUGWOL,1
DB00872,CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1,IKENVDNFQMCRTR,1
DB00873,[H][C@@]12CC[C@](O)(C(=O)OCCl)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,YPZVAYHNBBHPTO,1
DB00875,[H]\C(CCN1CCN(CCO)CC1)=C1/C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F,NJMYODHXAKYRHW,1
DB00876,CCCCC1=NC=C(\C=C(/CC2=CC=CS2)C(O)=O)N1CC1=CC=C(C=C1)C(O)=O,OROAFUQRIXKEMV,1
DB00877,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC,QFJCIRLUMZQUOT,1
DB00879,NC1=NC(=O)N(C=C1F)[C@@H]1CS[C@H](CO)O1,XQSPYNMVSIKCOC,1
DB00880,NS(=O)(=O)C1=C(Cl)C=C2NC=NS(=O)(=O)C2=C1,JBMKAUGHUNFTOL,1
DB00881,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC=CC=C2C[C@H]1C(O)=O,JSDRRTOADPPCHY,1
DB00882,CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1,GKIRPKYJQBWNGO,1
DB00883,[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O,MOYKHGMNXAOIAT,1
DB00884,OC(CC1=CN=CC=C1)(P(O)(O)=O)P(O)(O)=O,IIDJRNMFWXDHID,1
DB00885,CC1=CC=CN2C(=O)C(=CN=C12)C1=NNN=N1,HIANJWSAHKJQTH,0
DB00887,CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)S(N)(=O)=O,MAEIEVLCKWDQJH,1
DB00888,CN(CCCl)CCCl,HAWPXGHAZFHHAD,1
DB00889,CN1N=C(C(=O)N[C@@H]2C[C@@H]3CCC[C@H](C2)N3C)C2=C1C=CC=C2,MFWNKCLOYSRHCJ,1
DB00890,[H]\C(C)=C(/C(=C(\[H])C)/C1=CC=C(O)C=C1)\C1=CC=C(O)C=C1,NFDFQCUYFHCNBW,1
DB00891,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1,GECHUMIMRBOMGK,1
DB00892,CCCCOC1=CC(=CC=C1N)C(=O)OCCN(CC)CC,CMHHMUWAYWTMGS,1
DB00894,[H][C@@]12CCC3=CC(=O)C=C[C@]3(C)[C@@]1([H])CC[C@]1(C)OC(=O)CC[C@@]21[H],BPEWUONYVDABNZ,1
DB00896,[H][C@@]12C[C@@H](C)[C@](C)(C(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,QTTRZHGPGKRAFB,1
DB00897,CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(Cl)=C3)N12,JOFWLTCLBGQGBO,1
DB00898,CCO,LFQSCWFLJHTTHZ,1
DB00899,CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC,ZTVQQQVZCWLTDF,1
DB00900,OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1NC=NC2=O,BXZVVICBKDXVGW,1
DB00903,CCC(=C)C(=O)C1=C(Cl)C(Cl)=C(OCC(O)=O)C=C1,AVOLMBLBETYQHX,1
DB00904,CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2,FELGMEQIXOGIFQ,1
DB00905,CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCC1=CC=CC=C1,AQOKCDNYWBIDND,1
DB00906,CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1,PBJUNZJWGZTSKL,1
DB00907,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)OC)N2C,ZPUCINDJVBIVPJ,1
DB00908,[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,LOUPRKONTZGTKE,1
DB00909,NS(=O)(=O)CC1=NOC2=CC=CC=C12,UBQNRHZMVUUOMG,1
DB00910,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1C[C@@H](O)C[C@H](O)C1)[C@H](C)\C=C\[C@H](C)C(C)(C)O,BPKAHTKRCLCHEA,1
DB00911,CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O,HJLSLZFTEKNLFI,0
DB00912,CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O,FAEKWTJYAYMJKF,1
DB00914,NC(=N)NC(=N)NCCC1=CC=CC=C1,ICFJFFQQTFMIBG,1
DB00915,NC12CC3CC(CC(C3)C1)C2,DKNWSYNQZKUICI,1
DB00916,CC1=NC=C(N1CCO)[N+]([O-])=O,VAOCPAMSLUNLGC,1
DB00917,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,XEYBRNLFEZDVAW,1
DB00918,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,WKEMJKQOLOHJLZ,1
DB00919,[H][C@@]12O[C@H](C)CC(=O)[C@]1(O)O[C@]1([H])[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@@]1([H])O2,UNFWWIHTNXNPBV,1
DB00920,CN1CCC(CC1)=C1C2=C(SC=C2)C(=O)CC2=CC=CC=C12,ZCVMWBYGMWKGHF,1
DB00921,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,RMRJXGBAOAMLHD,1
DB00922,C[C@@H]1CC(=O)NN=C1C1=CC=C(NN=C(C#N)C#N)C=C1,WHXMKTBCFHIYNQ,1
DB00923,[H][C@]12SCC(CSC3=NN=NN3CC(O)=O)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1CN)C(O)=O,SLAYUXIURFNXPG,1
DB00924,CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12,JURKNVYFZMSNLP,1
DB00925,CC(COC1=CC=CC=C1)N(CCCl)CC1=CC=CC=C1,QZVCTJOXCFMACW,1
DB00927,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,XUFQPHANEAPEMJ,1
DB00928,NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,NMUSYJAQQFHJEW,1
DB00929,CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,OJLOPKGSLYJEMD,1
