ik14,status,cid,smiles,error
SUPVGFZUWFMATN,ok,162330978,CC(C)[NH2+]CCCN1C2=NC=NC(=C2N=C1SC3=C(C=C4C(=C3)OCO4)I)N,
SUVMJBTUFCVSAD,ok,11389813,CS(=O)CCCCN=C=S,
SUYRLXYYZQTJHF,ok,172885177,CCN(CC)CCS(=O)(=O)C1CCN2C1C(=O)OC(C(C=CC(=O)NCC=CC(=CC(CC(=O)CC3=NC(=CO3)C2=O)O)C)C)C(C)C,
SVJMLYUFVDMUHP,ok,6918097,CC1=C(C(C(=C(N1)C)C(=O)OCCCN2CCC(CC2)(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC,
SVUOLADPCWQTTE,ok,175930615,C1=CC=C2C(=C1)C=CC=NN2,
SVYCRJXQZUCUND,ok,177829036,CC1CC2C3CCC(C3(CC(=O)C2C4(C1=CC(=O)C=C4)C)C)(C(=O)CO)O,
SWHNZGMQMGFQGW,ok,156758052,CC1=NC(=C(C(=N1)N2CCN3CCOCC3C2)F)NNC(=O)C(CC4CCCC4)CN(C=O)O,
SWMDAPWAQQTBOG,ok,153658718,CC1=NN(C=N1)C2=NC=C(C3=C2N(C=C3C(=O)C(=O)N4CCN(CC4)C(=O)C5=CC=CC=C5)COP(=O)([OH2+])O)OC,
SWRUZBWLEWHWRI,ok,169436939,C1CCN(CC1)CCC(C2CCCC2)(C3=CC=CC=C3)O,
SXNJFOWDRLKDSF,ok,169447706,CCC1C(=O)N(C2=CN=C(N=C2N1C(C)C)NC3=C(C=C(C=C3)C(=O)NC4CCC(CC4)N5CCN(CC5)CC6CC6)OC)C,
SXYIRMFQILZOAM,ok,13320686,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC)C,
SYJXFKPQNSDJLI,ok,176485070,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)O)O)N,
SYLKGLMBLAAGSC,ok,172437017,C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)S(=O)(=O)[O-])C(=O)O)C[N+]4=CC=C(C=C4)C(=O)N,
SYOKIDBDQMKNDQ,ok,171666276,C1CC(N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O)C#N,
SYTBZMRGLBWNTM,ok,171391594,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,
SZLZWPPUNLXJEA,ok,162988414,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C=CC6=CC(=C(C(=C6)OC)OC)OC,
SZMJVTADHFNAIS,ok,177253548,C1=CC(=CN=C1)C=CC(=O)NCC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,
SZQIFWWUIBRPBZ,ok,12309785,CCN1C(=O)C(NC1=O)C2=CC=CC=C2,
TTWJBBZEZQICBI,ok,76973292,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,
TTZHDVOVKQGIBA,ok,178184277,CC(C)OC(=O)C(C)NP(=O)(OCC1C(C(C(O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3,
TULGGJGJQXESOO,ok,6450806,COC(=O)C1=CN=C2N1CCC3=CC=CC=C3C2=C4CCN(CC4)CCC5=CC=C(C=C5)OCC6=NC7=CC=CC=C7C=C6,
TURJYGRXEJIBGT,ok,168318410,CC1CCCC2C(N2CCOC(=O)OCCSSCC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(=O)O)NC(=O)CCC(C(=O)O)NC(=O)C3=CC=C(C=C3)NCC4=CN=C5C(=N4)C(=O)NC(=N5)N)CC(OC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC6=CSC(=N6)C)C,
TUYWTLTWNJOZNY,ok,71752433,CC(C)C1=CN=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=CC(=NC=C3)C4=NNN=N4)OCCO)OC5=CC=CC=C5OC,
TUZYXOIXSAXUGO,ok,175018484,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O,
TVHAZVBUYQMHBC,ok,173509791,CCCCCCCC(=O)CCC1C(CC(C1CC=CCCCC(=O)O)O)O,
TVQZAMVBTVNYLA,ok,169445810,CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O,
TVURRHSHRRELCG,ok,178520802,C1CNCC(C2=CC(=C(C(=C21)Cl)[O-])[O-])C3=CC=C(C=C3)[O-],
TVYLLZQTGLZFBW,ok,129318231,CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O,
TVZGACDUOSZQKY,ok,177836692,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=NC(=N3)N)N,
TWHZNAUBXFZMCA,ok,121225321,CC(C)N(CCNC(=O)C1=CSC(=N1)NC(=O)C2=CC(=C(C=C2O)OC)OC)C(C)C,
TWQYWUXBZHPIIV,ok,10253143,C1COCCC1CNC(=O)C2=CN=C(N=C2C(F)(F)F)NC3=C(C=C(C=C3)Cl)Cl,
TXCGAZHTZHNUAI,ok,138396021,CC(C)(C(=O)O)OC1=CC=C(C=C1)Cl,
TXEIIPDJKFWEEC,ok,178896134,C1=CC2=C(C=C1C(=O)O)OC(=N2)C3=CC(=CC(=C3)Cl)Cl,
TXUZVZSFRXZGTL,ok,163198988,CCC(=C(C1=CC=C(C=C1)O)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,
TYBHXIFFPVFXQW,ok,10317650,CC1=CC(=C(C=C1)OC2=CC=CC=C2C3=CSC(=N3)NC4=NCCCN4)C,
TYNLGDBUJLVSMA,ok,71315863,CC(=O)OC1=CC=CC2=C1C(=O)C3=C(C2=O)C=C(C=C3OC(=O)C)C(=O)O,
TYZROVQLWOKYKF,ok,163989114,CC(=O)NCC1C[NH+](C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,
TZBJGXHYKVUXJN,ok,175755297,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,
TZDUHAJSIBHXDL,ok,162641784,CC(C)C(=O)OC(C)OC(=O)NCC1(CCCCC1)CC(=O)O,
TZFNLOMSOLWIDK,ok,163989352,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N[NH3+],
TZFWDZFKRBELIQ,ok,131708427,C1=CC2=C(C=C1Cl)NC(=O)O2,
TZIRZGBAFTZREM,ok,177802099,CCC(C)C(C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)N2CCCC2C(=O)NC(C(C)O)C(=O)NC(CC(=O)N)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(CC(=O)N)C(=O)NC(C(C)O)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)N)NC(=O)C4CCCN4C(=O)CNC(=O)C(CC5=CC=CC=C5)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)N)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CC6=CN=CN6)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC(=O)N)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)O)NC(=O)C(C)NC(=O)C8CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N8)C(C)O)C)C(C)O)CC(=O)N)NC(=O)C(CCCCN)N,
TZRHLKRLEZJVIJ,ok,164517218,CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C2=C(ON=C2C3=CC=CC=C3)C,
TZRXHJWUDPFEEY,ok,6518,C(C(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-])O[N+](=O)[O-],
TZXKOCQBRNJULO,ok,119057248,CC1=C(C(=O)C=CN1C)O,
UAMAIHOEGLEXSV,ok,11198924,CCCC1=C(N=CN2C1=NC(=N2)C)CN3C=CN=C3C4=C(C=CC=N4)F,
UAOCLDQAQNNEAX,ok,126515013,CCOC(=O)OCC1C(C(C(C(O1)OC2=NN(C(=C2CC3=CC=C(C=C3)OC(C)C)C)C(C)C)O)O)O,
UAUHEPXILIZYCU,ok,177842745,CCC[N+]12C3CC(C(C1O)CC)C4C2CC5(C3N(C6=CC=CC=C65)C)C4O,
UAUIUKWPKRJZJV,ok,169959639,CC1=CN=C(C=N1)C(=O)NC2CCCCCC=CC3CC3(NC(=O)C4CC(CN4C2=O)OC5=NC6=CC=CC=C6C7=CC=CC=C75)C(=O)NS(=O)(=O)C8CC8,
UAWXGRJVZSAUSZ,ok,165341699,CC1(CC2=C(C(=C(N2C1)CC(=O)O)C3=CC=C(C=C3)Cl)C4=CC=CC=C4)C,
UBPYILGKFZZVDX,ok,177746992,CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC,
UBQNRHZMVUUOMG,ok,172005783,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,
UBVZQGOVTLIHLH,ok,136232987,C1=CN=CC=C1C2=NNC(=N2)C3=CC(=NC=C3)C#N,
UBWXUGDQUBIEIZ,ok,133688817,CC12CCC3C(C1CCC2OC(=O)CCC4=CC=CC=C4)CCC5=CC(=O)CCC35,
UBZPNQRBUOBBLN,ok,163192614,COC(=O)C(C1CCCCN1C(=O)OC[N+]2=CC=CC(=C2)C(=O)NC(CO)C(=O)[O-])C3=CC=CC=C3,
UCFGDBYHRUNTLO,ok,177494139,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5C[NH+](C)C)[O-])N=C4C3=C2)O,
UCHDWCPVSPXUMX,ok,143861622,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O,
UCJGJABZCDBEDK,ok,50902420,CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCCC4)C5=CC=C(C=C5)O,
UCRHFBCYFMIWHC,ok,71772204,C1CN(CCN1CCCN2CCN(CC2)C3=C4C=CC(=CC4=[NH+]C=C3)Cl)C5=C6C=CC(=CC6=[NH+]C=C5)Cl,
UCSJYZPVAKXKNQ,ok,176547591,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)NC(=N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O,
UCTRAOBQFUDCSR,ok,169446506,C1=CC=C(C=C1)CC(COC(=O)N)N,
UCTWMZQNUQWSLP,ok,178938195,CNCC(C1=CC(=C(C=C1)O)O)O,
UCYXILDOFXGENE,ok,137349796,CN1C=[N+](C2=C1C(NC(N2)N)O)C,
UDIIBEDMEYAVNG,ok,177836138,CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CN)O)O)O)N)NC(=O)C(CN)O)O,
UDKABVSQKJNZBH,ok,172990071,CC1=CC2C(CCC3(C2CC(=C)C3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C,
UDSFVOAUHKGBEK,ok,178248368,CCCCCCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,
UEEJHVSXFDXPFK,ok,175865841,C[NH+](C)CCO,
UEFHFKKWYKVLDC,failed,,,no_cid
UEJJHQNACJXSKW,ok,142962756,C1CC(=O)[NH2+]C(=O)C1N2C(=O)C3=CC=CC=C3C2=O,
UEMLYRZWLVXWRU,ok,3000579,C1=CC(=CC=C1N)S(=O)(=O)NC(=S)N,
UEQUQVLFIPOEMF,ok,45039931,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,
UFIVBRCCIRTJTN,ok,169438373,C1CN(CCC1(C2=CC=CC=C2)C(=O)O)CCC(C#N)(C3=CC=CC=C3)C4=CC=CC=C4,
UFLGIAIHIAPJJC,ok,162641473,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2,
UFNVPOGXISZXJD,ok,178684228,CC1CC2CCC3C(=C)CC(O3)CCC45CC6C(O4)C7C(O6)C(O5)C8C(O7)CCC(O8)CC(=O)CC9C(CC(C1=C)O2)OC(C9OC)CC(CN)O,
UFPFGVNKHCLJJO,ok,177188297,CC(C(=O)NC(C1CCCCC1)C(=O)N2CCCC2C3=NC(=CS3)C(=O)C4=CC=C(C=C4)F)[NH2+]C,
UFSKUSARDNFIRC,ok,16678941,CC1=C(N=C(C=C1)NC(=O)C2(CC2)C3=CC4=C(C=C3)OC(O4)(F)F)C5=CC(=CC=C5)C(=O)O,
UFULAYFCSOUIOV,ok,173301674,[H+].C(CS)N,
UGFHIPBXIWJXNA,ok,76956378,C1=CC(=CC(=C1)Cl)C(C2=CC3=C(C=C2)N=CN3)N4C=CN=C4,
UGJMXCAKCUNAIE,ok,162641874,C1CCC(CC1)(CC(=O)O)CN,
UGQMRVRMYYASKQ,ok,175850477,C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O,
UHDGCWIWMRVCDJ,ok,177892952,C1=CN(C(=O)NC1=N)C2C(C(C(O2)CO)O)O,
UHIXWHUVLCAJQL,ok,137890989,CC(C(CN1C=NC=N1)(C2=C(C=C(C=C2)F)F)O)N3C=NC4=C(C3=O)C=CC(=C4)Cl,
UHLOVGKIEARANS,ok,169447495,C1CC2CC1C3C2CN(C3)NC(=O)C4=CC(=C(C=C4)Cl)S(=O)(=O)N,
UHQGCIIQUZBJAE,ok,169439893,CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)OC,
UHRBTBZOWWGKMK,ok,124303469,COC1(C2N(C1=O)C(=C(CO2)CSC3=NN=NN3CCO)C(=O)O)NC(=O)CSC(F)F,
UHSKFQJFRQCDBE,ok,71752104,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,
UHTHHESEBZOYNR,ok,169447744,CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC,
UHUMRJKDOOEQIG,ok,38988162,C[N+]1(CCCCC1COC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C,
UIAGMCDKSXEBJQ,ok,91971923,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,
UIARLYUEJFELEN,ok,172873885,CC12C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)(CO)O,
UIEATEWHFDRYRU,ok,131708799,CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3,
UIOFUWFRIANQPC,ok,137704826,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,
UIQMVEYFGZJHCZ,ok,92845383,C=CCN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,
UIRKNQLZZXALBI,ok,177530079,CC(C)C(CCC(C)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)NCCCNCCCCN)C)O)C)OS(=O)(=O)O,
UISARWKNNNHPGI,ok,86308116,CC(CC(C1=CC=CC=C1)C2=CC=CC=C2)[NH2+]C(C)(C)C,
UIVFUQKYVFCEKJ,ok,91518966,CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C5=CC=CC=C5N=C4C3=C2)C=NOC(C)(C)C)O,
UJEWTUDSLQGTOA,ok,177747024,C1CCN(C1)C2=C(C(=CC(=C2)C(=O)O)S(=O)(=O)N)OC3=CC=CC=C3,
UJIDKYTZIQTXPM,ok,177832108,C1=CC=NC(=C1)C(C2=CC=C(C=C2)OS(=O)(=O)O)C3=CC=C(C=C3)OS(=O)(=O)O,
UJLAWZDWDVHWOW,ok,177747060,CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N,
UJSKUDDDPKGBJY,ok,92168300,CC(C(C1=CC=CC=C1)O)NCCN2C=NC3=C2C(=O)N(C(=O)N3C)C,
UJVDJAPJQWZRFR,ok,90014493,CC(C)(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC3=CNC4=CC=CC=C43)NC=O)N,
UJVLDDZCTMKXJK,ok,164002094,CC12CCC(=O)C=C1C=CC3C2CCC4(C3CCC45CCC(=O)O5)C,
UKTAZPQNNNJVKR,ok,171391647,C1C2CC3CC(CC1N3CC2=O)OC(=O)C4=CNC5=CC=CC=C54,
ULBNWNUHGJLQHO,ok,125036121,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=C(C=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,
ULFRLSNUDGIQQP,ok,161123324,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3,
ULGZDMOVFRHVEP,ok,178253659,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,
ULRRHTDDELHNOW,failed,,,no_cid
ULSDMUVEXKOYBU,ok,173492476,CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3,
ULXXDDBFHOBEHA,ok,175025785,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,
UMILHIMHKXVDGH,ok,76956174,C1C(O1)COCCOCCOCCOCC2CO2,
UMJJGDUYVQCBMC,ok,10586543,CCNCCCNCCCNCCCNCC,
UMKFEPPTGMDVMI,ok,173235067,C1CN(P(=O)(OC1)[NH+](CCCl)CCCl)CCCl,
UMSGKTJDUHERQW,ok,169434874,CC1=NN=C2N1C3=C(C=C(S3)Br)C(=NC2)C4=CC=CC=C4Cl,
UNAANXDKBXWMLN,ok,121215559,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,
UNBRKDKAWYKMIV,ok,176800646,CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,
UNFWWIHTNXNPBV,ok,164773707,CC1CC(=O)C2(C(O1)OC3C(C(C(C(C3O2)NC)O)NC)O)O,
UNJFKXSSGBWRBZ,ok,131632451,C1C=C(N2C(S1)C(C2=O)NC(=O)C(=CCC(=O)O)C3=CSC(=N3)N)C(=O)O,
UNRHXEPDKXPRTM,ok,46782965,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)CC)OC,
UOACKFBJUYNSLK,ok,174980805,CC12CCC3C(C1CCC2OC(=O)CCC4CCCC4)CCC5=C3C=CC(=C5)O,
UOCJDOLVGGIYIQ,ok,162640766,C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)CSC4=NNN=C4,
UOMQUZPKALKDCA,ok,161149599,C(CN(CC(=O)O)CC(=O)[O-])N(CC(=O)O)CC(=O)[O-].[Fe+3],
UORJNBVJVRLXMQ,ok,46780469,CC(C)C1(C(=O)NC(=O)NC1=O)CC=C,
UOWZUVNAGUAEQC,ok,169447432,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(=O)O)I)I)O,
UOZODPSAJZTQNH,ok,173719997,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,
UPALIKSFLSVKIS,ok,50515,CN(C)CCN1C(=O)C2=CC=CC3=CC(=CC(=C32)C1=O)N,
UPNUIXSCZBYVBB,ok,177747025,CC1CN(CCC1(C)C2=CC(=CC=C2)O)CC(CC3=CC=CC=C3)C(=O)NCC(=O)O,
UPSPUYADGBWSHF,ok,46783103,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O,
UQCNKQCJZOAFTQ,ok,173522325,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,
UQLLWWBDSUHNEB,ok,90437951,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CSC3=CC=NC=C3)SC1)C(=O)O,
UQZVCDCIMBLVNR,ok,134689669,CS(=O)(=O)NC(=O)CCCC=CCC1C(C(CC1=O)O)C=CC(COC2=CC=CC=C2)O,
UREBDLICKHMUKA,ok,171378938,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,
URJHVPKUWOUENU,ok,25201680,C(C(=O)[O-])N(C=O)O,
URKOMYMAXPYINW,ok,76973255,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,
URMTUEWUIGOJBW,ok,152965890,C1CN(CC=C1C2=CC=CC=N2)CCCC[NH+]3C(=COC4=CC=CC=C4C3=O)Cl,
URWAJWIAIPFPJE,ok,173871471,CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(CC=C(O3)CN)N)N)N)O,
URWYQGVSPQJGGB,ok,66672792,COC1=CC(=C(C=C1CNCC(C2=C3C=CC(=O)NC3=C(C=C2)O)O)Cl)NC(=O)CCN4CCC(CC4)OC(=O)NC5=CC=CC=C5C6=CC=CC=C6,
USNINKBPBVKHHZ,ok,131704224,CC1(C(NC(S1)C(C(=O)OCC(C(=O)[O-])N)N=C(CC2=CC=CC=C2)[O-])C(=O)O)C,
USRHYDPUVLEVMC,ok,169437085,CN(C)C(CCOC1=CC=CC2=CC=CC=C21)C3=CC=CC=C3,
USSIQXCVUWKGNF,ok,169439386,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,
USUZGMWDZDXMDG,ok,155923504,C1CC2=CNC=[N+]2C1C3=C(C=C(C=C3)C#N)F,
USZYSDMBJDPRIF,ok,176518839,CCC1(CC(C2=C(C3=C(C=C2C1C(=O)OC)C(=O)C4=C(C3=O)C(=CC=C4)O)O)OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)OC7CCC(=O)C(O7)C)O)N(C)C)O,
UTEFBSAVJNEPTR,ok,71749834,CN1CCN(CC1)C=C2C(=O)N3C(=N2)CN=C(C4=C3C=CC(=C4)[N+](=O)[O-])C5=CC=CC=C5Cl,
UTNUDOFZCWSZMS,ok,76974209,CC(=C(C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F)O,
UUCMDZWCRNZCOY,ok,29088,C1=CC=C(C=C1)C2=C(OC(=N2)N(CCO)CCO)C3=CC=CC=C3,
UUMLTINZBQPNGF,ok,73416262,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCCO)I,
UUOJIACWOAYWEZ,ok,86308717,CC1=CC2=C(N1)C=CC=C2OCC(C[NH2+]C(C)(C)C)OC(=O)C3=CC=CC=C3,
UUQMNUMQCIQDMZ,ok,163322530,CNCCC1=CC=CC=N1,
UURAUHCOJAIIRQ,ok,177668736,CCN(CC)CCSCC(=O)OC1CC(C(C(C23CCC(C1(C2C(=O)CC3)C)C)C)O)(C)C=C,
UUSZLLQJYRSZIS,ok,177528331,CCC(C)C1C(CC(=O)OC(C(=O)C(C(=O)NC(C(=O)N2CCCC2C(=O)N(C(C(=O)OC(C(C(=O)N1)NC(=O)C(CC(C)C)N(C)C(=O)C3CCCN3C(=O)C(=O)C)C)CC4=CC=C(C=C4)OC)C)CC(C)C)C)C(C)C)O,
UUTKICFRNVKFRG,ok,131709071,C1CC(=O)NC1C(=O)N2CSCC2C(=O)O,
UUVIQYKKKBJYJT,ok,20055482,CS(=O)(=O)OCC(C(C(C(COS(=O)(=O)C)OS(=O)(=O)C)O)O)OS(=O)(=O)C,
UUVWYPNAQBNQJQ,ok,89055049,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,
UUWFGEKEQSCSMB,ok,46936680,COC(=O)CC1=C(NC(SC1)C(C=O)NC(=O)CC2=CC=CS2)C(=O)O,
UUWJNBOCAPUTBK,ok,135698682,C[N+]1=CNC2=C1N=C(NC2=O)N,
UVAUYSRYXACKSC,ok,169436462,C1CC(C(=O)N2C(CCCN2C1)C(=O)O)NC(CCC3=CC=CC=C3)C(=O)O,
UVAZQQHAVMNMHE,ok,71751774,CCC(=O)OC1(CCN(CC1C)C)C2=CC=CC=C2,
UVKZSORBKUEBAZ,ok,57775464,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3,
UVOIBTBFPOZKGP,ok,171381178,CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CC(C)N(C)C,
UVSMNLNDYGZFPF,ok,171391579,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,
UVTNFZQICZKOEM,ok,162423927,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C,
UWFYSQMTEOIJJG,ok,176519912,CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)C5CC5C34C)Cl)C)OC(=O)C,
UWKQSNNFCGGAFS,ok,171391294,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,
UWWDHYUMIORJTA,ok,171391625,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC(=C(C=C3CC2C(=O)O)OC)OC,
UWYHMGVUTGAWSP,ok,177805748,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,
UXIGWFXRQKWHHA,ok,170996933,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)C(=O)NC)I,
UXIGZRQVLGFTOU,ok,172873513,CC(C)(C)S(=O)(=O)CC(CC1=CC=CC=C1)C(=O)NC(CC2=CN=CN2)C(=O)NC(CC3CCCCC3)C(C(C4CC4)O)O,
UXIPFQUBOVWAQW,ok,165343958,CN1CCCCC1CCC2=CC=CC=C2NC(=O)C=CC3=CC=CC=C3,
UXNXMBYCBRBRFD,ok,169434360,C1CC1CNC(C2=CC(=C(C=C2)F)NC(=O)C3=CC(=NN3C4=CC=CC(=C4)CN)C(F)(F)F)C5=CC=CC(=C5)C#N,
UXOWGYHJODZGMF,ok,169433043,CC(C)C(CC1=CC(=C(C=C1)OC)OCCCOC)CC(C(CC(C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N,
UXXQOJXBIDBUAC,ok,143452342,CC(C)[OH+]C1=CC=C(C=C1)NC(=[OH+])N2CCN(CC2)C3=[NH+]C=NC4=CC(=C(C=C43)OC)OCCCN5CCCCC5,
UXYRZJKIQKRJCF,ok,152747804,CC1CC(=O)CC2C1(C3CCC4(C(C3CC2)CCC4O)C)C,
UYIFTLBWAOGQBI,ok,171042788,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC(=O)C5=CC=CC=C5,
UYNVMODNBIQBMV,ok,142065266,CC(C(C1=CC=C(C=C1)O)O)N2CCC(CC2)CC3=CC=CC=C3,
UYQJCPNSAVWAFU,ok,170900004,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC(C(CO)O)C(C(C=O)O)O)CO)CO)O)O)O)O,
UYTPUPDQBNUYGX,ok,177525204,C1=NC2=C(N1)N=C(NC2=O)N,
UYXAWHWODHRRMR,ok,161232221,CC1(C(=O)NC(=O)N(C1=O)C)C2=CCCCC2,
UZHSEJADLWPNLE,ok,167122378,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,
